Label,pattern_size,pattern_energy
DSC_1084_RAB931v,36,1685.432708012
DSC_1084_RAB931v,41,1690.426108014
DSC_1084_RAB931v,46,1646.062987237
DSC_1084_RAB931v,51,1560.439551797
DSC_1084_RAB931v,56,1446.740055601
DSC_1084_RAB931v,61,1319.350635378
DSC_1084_RAB931v,66,1191.037570600
DSC_1084_RAB931v,71,1071.411749690
DSC_1084_RAB931v,76,966.460347413
DSC_1084_RAB931v,81,878.817428426
DSC_1084_RAB931v,86,808.472378103
DSC_1084_RAB931v,91,753.666156852
DSC_1084_RAB931v,96,711.768811049
DSC_1084_RAB931v,101,679.976443089
DSC_1084_RAB931v,106,655.750504879
DSC_1084_RAB931v,111,637.013351883
DSC_1084_RAB931v,116,622.173951870
DSC_1085_RAB932v,1,132.189353524
DSC_1085_RAB932v,6,661.982827163
DSC_1085_RAB932v,11,990.932547111
DSC_1085_RAB932v,16,1196.581189370
DSC_1085_RAB932v,21,1322.313063956
DSC_1085_RAB932v,26,1401.072142186
DSC_1085_RAB932v,31,1435.912190033
DSC_1085_RAB932v,36,1420.606372472
DSC_1085_RAB932v,41,1361.074657282
DSC_1085_RAB932v,46,1274.000085182
DSC_1085_RAB932v,51,1178.004021802
DSC_1085_RAB932v,56,1087.337089971
DSC_1085_RAB932v,61,1009.837245199
DSC_1085_RAB932v,66,947.873087790
DSC_1085_RAB932v,71,900.474677639
DSC_1085_RAB932v,76,865.301514164
DSC_1085_RAB932v,81,839.858399176
DSC_1085_RAB932v,86,821.994018973
DSC_1085_RAB932v,91,809.974826577
DSC_1085_RAB932v,96,802.401448014
DSC_1085_RAB932v,101,798.112362073
DSC_1085_RAB932v,106,796.123990307
DSC_1085_RAB932v,111,795.603049785
DSC_1085_RAB932v,116,795.857271160
DSC_1088_RAB932d,1,171.152106979
DSC_1088_RAB932d,6,756.603673188
DSC_1088_RAB932d,11,808.107306465
DSC_1088_RAB932d,16,801.781776360
DSC_1088_RAB932d,21,794.871010265
DSC_1088_RAB932d,26,792.640836566
DSC_1088_RAB932d,31,788.219852413
DSC_1088_RAB932d,36,776.543944447
DSC_1088_RAB932d,41,756.760462516
DSC_1088_RAB932d,46,731.308587854
DSC_1088_RAB932d,51,703.302795442
DSC_1088_RAB932d,56,674.848210603
DSC_1088_RAB932d,61,646.960444732
DSC_1088_RAB932d,66,620.108327649
DSC_1088_RAB932d,71,594.616801084
DSC_1088_RAB932d,76,570.791056024
DSC_1088_RAB932d,81,548.891539410
DSC_1088_RAB932d,86,529.084337558
DSC_1088_RAB932d,91,511.417744185
DSC_1088_RAB932d,96,495.829932237
DSC_1088_RAB932d,101,482.173650637
DSC_1088_RAB932d,106,470.246601067
DSC_1088_RAB932d,111,459.818969561
DSC_1088_RAB932d,116,450.655563953
